1.423, 1.194, 1
0.073, 0.696, 0
1.816, 1.674, 1
1.049, 1.915, 1
1.714, 1.514, 1
1.028, 1.345, 1
0.690, 0.423, 0
1.218, 1.738, 1
1.532, 1.703, 1
0.160, 0.420, 0
1.163, 1.665, 1
1.401, 1.198, 1
1.892, 1.369, 1
1.768, 1.843, 1
0.483, 0.590, 0
1.878, 1.241, 1
1.620, 1.061, 1
1.282, 1.068, 1
0.408, 0.919, 0
0.576, 0.799, 0
1.580, 1.598, 1
0.078, 0.536, 0
1.587, 1.647, 1
1.455, 1.501, 1
1.920, 1.473, 1
0.440, 0.025, 0
0.308, 0.652, 0
1.677, 1.520, 1
1.586, 1.224, 1
1.614, 1.147, 1
0.831, 0.456, 0
1.266, 1.518, 1
0.024, 0.878, 0
0.570, 0.523, 0
1.630, 1.845, 1
1.724, 1.891, 1
1.598, 1.854, 1
0.432, 0.138, 0
1.787, 1.710, 1
0.923, 0.502, 0
1.605, 1.243, 1
1.082, 1.746, 1
1.063, 1.854, 1
1.315, 1.166, 1
1.929, 1.141, 1
1.190, 1.050, 1
1.840, 1.661, 1
0.651, 0.531, 0
0.390, 0.514, 0
0.593, 0.674, 0
1.645, 1.388, 1
0.559, 0.394, 0
0.594, 0.485, 0
1.525, 1.154, 1
0.829, 0.278, 0
1.356, 1.242, 1
1.888, 1.069, 1
1.397, 1.035, 1
1.240, 1.073, 1
0.937, 0.007, 0
1.329, 1.095, 1
1.494, 1.846, 1
1.103, 1.022, 1
0.328, 0.768, 0
1.352, 1.089, 1
0.278, 0.865, 0
0.657, 0.063, 0
0.895, 0.750, 0
0.946, 0.229, 0
1.198, 1.728, 1
0.120, 0.048, 0
0.389, 0.771, 0
0.772, 0.580, 0
0.806, 0.674, 0
1.777, 1.497, 1
1.297, 1.356, 1
1.617, 1.485, 1
1.043, 1.389, 1
1.047, 1.037, 1
0.732, 0.858, 0
0.199, 0.327, 0
1.354, 1.740, 1
0.664, 0.550, 0
0.275, 0.007, 0
0.283, 0.878, 0
0.056, 0.565, 0
1.184, 1.812, 1
0.222, 0.058, 0
1.475, 1.168, 1
0.388, 0.333, 0
1.565, 1.929, 1
1.290, 1.566, 1
0.692, 0.381, 0
1.650, 1.575, 1
0.417, 0.101, 0
1.169, 1.125, 1
1.044, 1.094, 1
1.198, 1.321, 1
0.313, 0.791, 0
1.246, 1.185, 1
0.048, 0.816, 0
0.285, 0.264, 0
1.761, 1.022, 1
0.728, 0.851, 0
1.392, 1.622, 1
0.434, 0.806, 0
1.742, 1.682, 1
0.322, 0.418, 0
1.302, 1.430, 1
1.934, 1.231, 1
1.038, 1.709, 1
1.473, 1.842, 1
0.232, 0.548, 0
0.002, 0.833, 0
0.551, 0.069, 0
1.827, 1.544, 1
0.680, 0.388, 0
1.503, 1.879, 1
1.120, 1.199, 1
0.218, 0.791, 0
0.491, 0.720, 0
0.035, 0.156, 0
0.039, 0.288, 0
1.445, 1.102, 1
1.378, 1.624, 1
1.666, 1.180, 1
1.118, 1.181, 1
1.909, 1.293, 1
0.705, 0.132, 0
1.051, 1.249, 1
1.565, 1.224, 1
0.891, 0.898, 0
0.862, 0.232, 0
1.333, 1.627, 1
1.204, 1.120, 1
1.651, 1.487, 1
0.745, 0.797, 0
0.222, 0.287, 0
0.932, 0.324, 0
0.142, 0.854, 0
0.894, 0.700, 0
1.482, 1.791, 1
0.189, 0.240, 0
1.471, 1.882, 1
1.021, 1.309, 1
0.813, 0.186, 0
0.068, 0.201, 0
1.305, 1.260, 1
0.855, 0.689, 0
0.593, 0.382, 0
1.230, 1.458, 1
0.173, 0.537, 0
1.594, 1.188, 1
0.204, 0.483, 0
1.569, 1.421, 1
0.880, 0.913, 0
1.821, 1.363, 1
1.100, 1.388, 1
1.553, 1.605, 1
0.489, 0.855, 0
0.427, 0.517, 0
1.534, 1.062, 1
1.147, 1.617, 1
1.739, 1.408, 1
1.605, 1.727, 1
0.108, 0.824, 0
0.642, 0.697, 0
0.429, 0.491, 0
1.728, 1.741, 1
1.371, 1.411, 1
1.380, 1.150, 1
0.630, 0.506, 0
1.645, 1.730, 1
0.610, 0.588, 0
0.499, 0.507, 0
1.640, 1.046, 1
0.015, 0.028, 0
1.006, 1.302, 1
0.867, 0.344, 0
0.128, 0.289, 0
0.753, 0.539, 0
1.324, 1.671, 1
0.425, 0.456, 0
1.180, 1.220, 1
0.617, 0.410, 0
0.033, 0.155, 0
1.416, 1.443, 1
0.475, 0.770, 0
0.574, 0.812, 0
1.033, 1.665, 1
0.571, 0.669, 0
0.854, 0.797, 0
0.566, 0.284, 0
1.274, 1.359, 1
1.845, 1.942, 1
1.536, 1.805, 1
0.523, 0.877, 0
0.832, 0.135, 0
0.715, 0.577, 0
0.431, 0.553, 0
0.386, 0.765, 0
0.322, 0.061, 0
0.651, 0.932, 0
1.724, 1.134, 1
1.038, 1.700, 1
0.351, 0.654, 0
0.015, 0.900, 0
0.118, 0.108, 0
1.588, 1.932, 1
0.252, 0.322, 0
0.662, 0.615, 0
1.720, 1.265, 1
1.062, 1.783, 1
0.460, 0.125, 0
0.250, 0.925, 0
0.204, 0.667, 0
1.424, 1.552, 1
1.666, 1.857, 1
1.506, 1.156, 1
1.375, 1.065, 1
0.666, 0.562, 0
0.674, 0.517, 0
0.400, 0.516, 0
0.665, 0.506, 0
1.158, 1.568, 1
1.610, 1.782, 1
1.510, 1.596, 1
0.848, 0.919, 0
1.146, 1.413, 1
0.282, 0.447, 0
0.074, 0.196, 0
1.155, 1.929, 1
1.279, 1.210, 1
1.214, 1.868, 1
0.850, 0.831, 0
1.431, 1.656, 1
1.666, 1.742, 1
0.085, 0.522, 0
0.895, 0.835, 0
1.337, 1.750, 1
0.043, 0.832, 0
0.052, 0.039, 0
0.662, 0.824, 0
1.896, 1.559, 1
1.069, 1.375, 1
1.252, 1.305, 1
1.782, 1.740, 1
0.382, 0.435, 0
1.277, 1.354, 1
0.777, 0.255, 0
1.112, 1.716, 1
0.004, 0.667, 0
1.795, 1.588, 1
0.551, 0.749, 0
0.176, 0.423, 0
0.118, 0.127, 0
0.020, 0.713, 0
1.047, 1.241, 1
1.431, 1.093, 1
0.666, 0.935, 0
1.639, 1.835, 1
1.563, 1.926, 1
1.533, 1.679, 1
0.079, 0.357, 0
0.035, 0.073, 0
1.831, 1.680, 1
1.404, 1.145, 1
1.599, 1.414, 1
0.294, 0.520, 0
1.733, 1.742, 1
1.220, 1.776, 1
1.514, 1.748, 1
0.366, 0.607, 0
0.857, 0.306, 0
0.520, 0.295, 0
1.327, 1.029, 1
1.243, 1.003, 1
0.914, 0.115, 0
0.054, 0.754, 0
1.436, 1.769, 1
0.087, 0.204, 0
0.796, 0.823, 0
1.622, 1.683, 1
1.799, 1.682, 1
0.156, 0.028, 0
1.513, 1.353, 1
0.622, 0.131, 0
0.548, 0.389, 0
1.763, 1.057, 1
1.098, 1.817, 1
0.645, 0.206, 0
1.904, 1.163, 1
0.832, 0.653, 0
1.540, 1.270, 1
1.228, 1.148, 1
0.876, 0.005, 0
0.890, 0.472, 0
1.336, 1.343, 1
1.017, 1.459, 1
1.546, 1.068, 1
1.520, 1.640, 1
1.319, 1.892, 1
0.423, 0.609, 0
0.487, 0.499, 0
0.669, 0.673, 0
1.243, 1.618, 1
0.683, 0.506, 0
0.387, 0.945, 0
0.086, 0.693, 0
1.717, 1.051, 1
1.810, 1.718, 1
0.922, 0.358, 0
0.324, 0.425, 0
1.820, 1.011, 1
0.297, 0.181, 0
0.080, 0.657, 0
1.279, 1.076, 1
0.619, 0.941, 0
0.070, 0.228, 0
0.438, 0.290, 0
0.628, 0.404, 0
0.473, 0.446, 0
1.366, 1.837, 1
0.726, 0.683, 0
1.646, 1.320, 1
0.242, 0.870, 0
0.738, 0.616, 0
0.058, 0.928, 0
0.909, 0.586, 0
1.850, 1.018, 1
0.404, 0.375, 0
0.467, 0.616, 0
1.115, 1.235, 1
1.763, 1.101, 1
1.860, 1.396, 1
0.350, 0.100, 0
0.408, 0.385, 0
0.938, 0.774, 0
0.577, 0.437, 0
1.315, 1.328, 1
0.629, 0.644, 0
0.875, 0.751, 0
0.561, 0.441, 0
1.680, 1.561, 1
1.900, 1.205, 1
1.203, 1.321, 1
0.222, 0.599, 0
0.326, 0.034, 0
1.364, 1.098, 1
0.430, 0.115, 0
0.708, 0.920, 0
0.115, 0.385, 0
0.389, 0.435, 0
0.295, 0.584, 0
1.235, 1.939, 1
0.949, 0.846, 0
1.169, 1.556, 1
1.487, 1.322, 1
1.831, 1.612, 1
0.530, 0.260, 0
1.339, 1.420, 1
0.751, 0.458, 0
1.022, 1.461, 1
1.212, 1.551, 1
0.901, 0.369, 0
1.191, 1.407, 1
1.049, 1.876, 1
0.332, 0.533, 0
1.492, 1.414, 1
1.593, 1.356, 1
0.710, 0.467, 0
0.197, 0.902, 0
1.730, 1.445, 1
1.860, 1.473, 1
0.868, 0.482, 0
1.645, 1.118, 1
0.612, 0.099, 0
1.317, 1.576, 1
1.821, 1.580, 1
0.657, 0.115, 0
0.171, 0.452, 0
1.184, 1.926, 1
1.098, 1.881, 1
0.949, 0.279, 0
0.550, 0.681, 0
0.878, 0.809, 0
0.299, 0.677, 0
1.432, 1.768, 1
0.814, 0.823, 0
0.512, 0.679, 0
0.596, 0.357, 0
0.836, 0.716, 0
0.791, 0.259, 0
0.912, 0.166, 0
0.056, 0.084, 0
