-0.833, -0.365, 0
-0.929, 0.473, 0
-0.139, 1.019, 0
0.829, -0.106, 1
-0.762, -0.315, 0
0.871, 0.289, 1
0.401, 0.974, 0
-0.918, -0.278, 0
-0.559, 0.819, 0
0.443, 0.723, 1
1.004, -0.362, 0
0.160, -0.683, 1
-0.513, 0.587, 1
0.611, 0.918, 0
0.829, -0.532, 0
0.781, -0.693, 0
-0.573, 0.495, 1
0.020, 1.018, 0
0.389, 0.985, 0
0.088, 0.861, 1
0.424, 0.815, 1
-0.914, -0.106, 0
-0.346, -0.555, 1
-0.939, 0.020, 0
0.439, -0.948, 0
-0.175, 1.059, 0
0.162, -0.876, 0
0.563, -0.794, 0
0.773, -0.056, 1
-0.601, -0.428, 1
1.120, 0.151, 0
-0.019, 0.843, 1
0.532, -0.520, 1
-0.703, 0.655, 0
1.124, -0.194, 0
-0.774, 0.445, 0
0.770, 0.211, 1
-0.218, 0.783, 1
0.280, -0.654, 1
-0.482, -0.405, 1
0.059, 0.846, 1
0.972, -0.307, 0
0.002, 0.750, 1
0.165, 0.833, 1
-0.167, -0.940, 0
0.108, -0.725, 1
-0.346, 0.958, 0
0.775, -0.074, 1
1.014, -0.367, 0
-0.652, -0.237, 1
-0.574, -0.334, 1
0.614, 0.606, 1
0.705, 0.874, 0
0.849, -0.591, 0
0.552, 0.559, 1
0.703, -0.358, 1
0.069, 1.090, 0
-0.118, 1.104, 0
0.811, 0.238, 1
0.415, 0.805, 1
-0.407, -0.846, 0
0.449, -0.533, 1
-0.828, 0.234, 0
-0.678, -0.480, 0
-0.603, 0.324, 1
1.092, 0.117, 0
1.096, 0.256, 0
-0.921, -0.109, 0
0.268, -0.962, 0
-0.893, -0.207, 0
-0.681, 0.781, 0
0.754, -0.347, 1
-0.497, 0.943, 0
-0.698, 0.345, 1
0.849, -0.595, 0
0.100, -0.737, 1
-0.635, 0.470, 1
0.869, -0.104, 1
-0.640, 0.169, 1
-0.726, 0.647, 0
1.058, 0.223, 0
-0.929, -0.029, 0
0.571, -0.362, 1
1.016, 0.253, 0
-0.644, 0.350, 1
-0.694, 0.047, 1
-0.657, 0.179, 1
-0.118, -0.660, 1
-0.645, 0.312, 1
-0.899, -0.194, 0
0.300, -0.944, 0
-0.394, 0.914, 0
-0.949, 0.045, 0
0.601, 0.912, 0
0.945, -0.397, 0
0.451, 1.038, 0
0.714, 0.491, 1
-0.577, 0.498, 1
-0.797, -0.483, 0
-0.668, -0.496, 0
-0.548, -0.642, 0
-0.049, -0.671, 1
0.632, 0.596, 1
-0.171, 1.060, 0
-0.369, -0.513, 1
0.390, -0.647, 1
1.091, 0.235, 0
-0.796, -0.364, 0
1.144, 0.118, 0
-0.255, -0.890, 0
-0.396, 0.722, 1
0.785, -0.009, 1
1.046, 0.284, 0
0.584, 0.974, 0
-0.671, -0.143, 1
0.609, -0.365, 1
0.266, 1.108, 0
-0.302, 0.687, 1
-0.856, 0.457, 0
0.950, -0.391, 0
0.029, -0.979, 0
1.068, 0.056, 0
-0.678, 0.021, 1
0.298, -0.594, 1
0.169, 0.891, 1
-0.161, -0.906, 0
1.005, 0.281, 0
-0.066, 0.857, 1
0.882, -0.487, 0
-0.225, 0.992, 0
-0.717, -0.458, 0
-0.274, 0.988, 0
-0.661, 0.184, 1
-0.962, 0.072, 0
0.432, 0.792, 1
0.354, -0.860, 0
0.404, 0.992, 0
-0.696, -0.036, 1
0.386, -0.559, 1
-0.665, -0.168, 1
-0.046, -0.954, 0
1.066, -0.287, 0
1.081, 0.035, 0
0.230, -0.889, 0
-0.514, 0.580, 1
-0.592, 0.177, 1
-0.008, 0.771, 1
0.438, -0.799, 0
0.353, -0.952, 0
0.709, -0.394, 1
-0.604, 0.189, 1
0.688, 0.484, 1
-0.658, 0.035, 1
0.100, 0.888, 1
-0.200, -0.603, 1
-0.129, -0.865, 0
-0.884, 0.416, 0
0.448, -0.523, 1
0.832, 0.831, 0
0.858, 0.204, 1
-0.928, 0.171, 0
-0.497, 0.635, 1
-0.234, -0.524, 1
0.610, 0.898, 0
-0.677, 0.279, 1
-0.902, -0.011, 0
0.786, 0.219, 1
-0.194, -0.626, 1
-0.951, 0.208, 0
0.627, 0.545, 1
0.627, -0.869, 0
-0.614, -0.083, 1
-0.868, -0.415, 0
0.997, 0.579, 0
0.984, 0.425, 0
-0.167, -0.601, 1
-0.815, 0.725, 0
0.700, 0.887, 0
-0.306, -0.623, 1
-0.146, 0.824, 1
-0.440, 0.701, 1
1.041, 0.253, 0
-0.478, 0.451, 1
0.870, 0.724, 0
-0.496, 0.635, 1
-0.087, 0.817, 1
-0.535, -0.461, 1
0.470, 0.958, 0
0.492, -0.833, 0
0.009, 1.015, 0
0.244, 0.803, 1
0.929, 0.461, 0
0.658, -0.305, 1
0.312, -0.611, 1
-0.531, 0.488, 1
-0.641, 0.763, 0
1.085, -0.284, 0
-0.091, 0.992, 0
0.625, -0.494, 1
1.045, 0.438, 0
-0.143, 0.826, 1
0.604, -0.458, 1
-0.711, -0.002, 1
0.648, 0.679, 1
-0.938, -0.127, 0
-0.936, 0.199, 0
0.463, -0.868, 0
-0.564, 0.517, 1
-0.427, 0.687, 1
-0.570, 0.615, 1
0.188, 0.825, 1
1.109, 0.059, 0
0.344, 0.714, 1
-0.576, -0.416, 1
-0.849, 0.045, 0
-0.519, -0.414, 1
-0.237, 1.103, 0
0.680, 0.425, 1
0.349, 1.014, 0
0.502, -0.789, 0
0.779, 0.853, 0
-0.658, 0.286, 1
0.823, 0.818, 0
-0.260, -0.954, 0
-0.776, 0.601, 0
-0.221, -0.797, 0
0.765, 0.726, 0
0.985, -0.084, 0
0.523, 0.589, 1
-0.903, -0.007, 0
-0.375, -0.826, 0
-0.348, -0.745, 0
-0.084, 1.026, 0
0.983, -0.199, 0
-0.710, 0.683, 0
0.369, -0.663, 1
0.127, 1.145, 0
-0.597, 0.809, 0
-0.919, 0.363, 0
-0.626, 0.135, 1
-0.141, -0.953, 0
0.441, -0.592, 1
-0.259, -0.606, 1
0.256, -0.683, 1
-0.295, 0.771, 1
-0.393, 0.560, 1
-0.097, 0.797, 1
0.034, 0.782, 1
-0.226, 0.790, 1
0.951, 0.543, 0
0.624, -0.694, 0
-0.688, 0.032, 1
-0.787, -0.385, 0
0.529, -0.830, 0
0.864, 0.237, 1
1.015, 0.225, 0
-0.017, -0.706, 1
0.643, -0.372, 1
-0.389, 0.667, 1
0.320, 0.835, 1
-0.053, -0.853, 0
0.994, 0.496, 0
0.028, -0.942, 0
0.692, -0.393, 1
0.680, 0.802, 0
-0.879, -0.132, 0
0.255, 1.059, 0
-0.219, 0.814, 1
-0.614, -0.189, 1
-0.917, -0.089, 0
0.268, -0.941, 0
0.803, -0.235, 1
0.417, 0.685, 1
0.427, 0.705, 1
-0.719, 0.660, 0
0.836, 0.234, 1
-0.488, -0.743, 0
1.065, 0.323, 0
-0.439, 0.918, 0
-0.056, -0.884, 0
0.125, 1.050, 0
-0.284, -0.619, 1
-0.498, 0.547, 1
0.399, 0.655, 1
-0.697, 0.660, 0
-0.186, 0.791, 1
-0.096, 0.856, 1
-0.668, -0.129, 1
1.067, 0.340, 0
-0.539, -0.267, 1
-0.402, 0.659, 1
-0.145, -0.718, 1
0.639, 0.553, 1
-0.348, -0.473, 1
1.007, 0.178, 0
0.923, -0.470, 0
1.019, 0.209, 0
0.783, 0.120, 1
-0.372, -0.778, 0
0.603, -0.701, 0
1.075, -0.119, 0
-0.257, 0.750, 1
0.507, -0.522, 1
1.057, -0.221, 0
0.908, 0.670, 0
0.624, 0.946, 0
-0.792, 0.485, 0
-0.740, 0.110, 1
1.083, 0.420, 0
-0.319, -0.796, 0
0.642, 0.446, 1
0.035, -0.636, 1
0.793, -0.564, 0
0.217, -0.670, 1
-0.569, -0.626, 0
-0.624, 0.719, 0
-0.616, -0.052, 1
0.039, 0.857, 1
-0.405, -0.434, 1
-0.468, 0.508, 1
0.364, -0.639, 1
0.758, 0.474, 1
1.070, 0.206, 0
1.100, -0.183, 0
0.655, -0.764, 0
-0.654, -0.588, 0
0.466, -0.541, 1
0.832, -0.477, 0
-0.348, 0.952, 0
-0.161, -0.643, 1
-0.142, -0.710, 1
0.845, -0.242, 1
-0.648, 0.099, 1
0.947, 0.665, 0
-0.438, -0.705, 0
-0.756, 0.491, 0
-0.021, 1.117, 0
0.437, 0.639, 1
-0.635, -0.176, 1
0.039, 0.888, 1
-0.607, 0.538, 1
-0.698, -0.596, 0
-0.198, 1.078, 0
0.800, 0.769, 0
0.672, 0.508, 1
0.570, -0.515, 1
-0.790, -0.496, 0
0.291, 1.013, 0
-0.128, 1.069, 0
-0.858, -0.197, 0
0.673, -0.293, 1
-0.238, -0.636, 1
0.275, 1.001, 0
0.549, 0.565, 1
1.030, 0.196, 0
0.188, -0.970, 0
0.830, 0.164, 1
0.500, 0.654, 1
0.315, 0.776, 1
1.022, 0.432, 0
0.721, -0.648, 0
0.800, -0.298, 1
0.098, 1.068, 0
0.390, -0.641, 1
0.226, -0.891, 0
-0.321, 0.689, 1
0.118, -0.853, 0
0.605, -0.731, 0
-0.827, -0.242, 0
-0.244, 0.976, 0
0.098, 0.769, 1
0.614, 0.838, 0
0.383, 1.039, 0
0.648, 0.508, 1
-0.620, -0.287, 1
0.945, -0.527, 0
0.957, 0.465, 0
-0.876, 0.128, 0
-0.965, 0.220, 0
-0.062, 1.072, 0
0.618, 0.565, 1
-0.260, 0.750, 1
0.896, -0.046, 1
-0.852, 0.341, 0
0.754, -0.356, 1
1.020, -0.014, 0
0.557, 0.699, 1
-0.655, -0.014, 1
-0.444, 0.533, 1
0.081, -0.642, 1
0.638, 0.604, 1
-0.686, -0.054, 1
0.970, 0.467, 0
0.290, 0.735, 1
0.707, 0.834, 0
-0.109, -0.571, 1
0.132, -0.711, 1
-0.028, -0.626, 1
0.858, 0.736, 0
-0.296, 1.061, 0
-0.506, 0.496, 1
-0.356, 0.655, 1
-0.371, 0.570, 1
0.440, 0.971, 0
0.288, -0.887, 0
0.299, -0.687, 1
0.863, -0.057, 1
0.810, 0.185, 1
-0.392, -0.554, 1
0.945, -0.316, 0
